# Time	E	I	Z
1.048149999999999977e+02 9.999999999734440204e-01 9.999997526356478872e-01 9.999992785663944783e-01
1.048200000000000074e+02 9.999999999734551226e-01 9.999997526972321804e-01 9.999992786856674032e-01
1.048250000000000028e+02 9.999999999734662248e-01 9.999997527587189960e-01 9.999992788047603609e-01
1.048299999999999983e+02 9.999999999734773271e-01 9.999997528201083341e-01 9.999992789236732404e-01
1.048350000000000080e+02 9.999999999734884293e-01 9.999997528814001946e-01 9.999992790424060418e-01
1.048400000000000034e+02 9.999999999734994205e-01 9.999997529425944665e-01 9.999992791609585430e-01
1.048449999999999989e+02 9.999999999735104117e-01 9.999997530036911497e-01 9.999992792793307439e-01
1.048500000000000085e+02 9.999999999735214029e-01 9.999997530646902444e-01 9.999992793975224226e-01
1.048550000000000040e+02 9.999999999735323941e-01 9.999997531255916394e-01 9.999992795155334679e-01
1.048599999999999994e+02 9.999999999735433853e-01 9.999997531863953348e-01 9.999992796333638800e-01
1.048650000000000091e+02 9.999999999735542655e-01 9.999997532471013306e-01 9.999992797510135478e-01
1.048700000000000045e+02 9.999999999735651457e-01 9.999997533077095158e-01 9.999992798684822493e-01
1.048750000000000000e+02 9.999999999735760259e-01 9.999997533682198902e-01 9.999992799857699843e-01
1.048799999999999955e+02 9.999999999735869061e-01 9.999997534286324541e-01 9.999992801028766420e-01
1.048850000000000051e+02 9.999999999735977863e-01 9.999997534889472073e-01 9.999992802198020003e-01
1.048900000000000006e+02 9.999999999736086664e-01 9.999997535491640388e-01 9.999992803365460592e-01
1.048949999999999960e+02 9.999999999736194356e-01 9.999997536092829487e-01 9.999992804531087076e-01
1.049000000000000057e+02 9.999999999736302048e-01 9.999997536693038258e-01 9.999992805694898346e-01
1.049050000000000011e+02 9.999999999736409739e-01 9.999997537292267813e-01 9.999992806856893290e-01
1.049099999999999966e+02 9.999999999736517431e-01 9.999997537890517041e-01 9.999992808017070800e-01
1.049150000000000063e+02 9.999999999736625123e-01 9.999997538487785942e-01 9.999992809175429764e-01
1.049200000000000017e+02 9.999999999736732814e-01 9.999997539084073406e-01 9.999992810331969073e-01
1.049249999999999972e+02 9.999999999736839396e-01 9.999997539679379432e-01 9.999992811486688726e-01
1.049300000000000068e+02 9.999999999736945977e-01 9.999997540273704022e-01 9.999992812639586504e-01
1.049350000000000023e+02 9.999999999737052558e-01 9.999997540867047174e-01 9.999992813790661295e-01
1.049399999999999977e+02 9.999999999737159140e-01 9.999997541459407779e-01 9.999992814939913099e-01
1.049450000000000074e+02 9.999999999737265721e-01 9.999997542050785837e-01 9.999992816087339698e-01
1.049500000000000028e+02 9.999999999737372303e-01 9.999997542641181347e-01 9.999992817232941089e-01
1.049549999999999983e+02 9.999999999737477774e-01 9.999997543230593200e-01 9.999992818376716164e-01
1.049600000000000080e+02 9.999999999737583245e-01 9.999997543819021395e-01 9.999992819518662701e-01
1.049650000000000034e+02 9.999999999737688716e-01 9.999997544406465932e-01 9.999992820658780701e-01
1.049699999999999989e+02 9.999999999737794187e-01 9.999997544992926812e-01 9.999992821797069054e-01
1.049750000000000085e+02 9.999999999737899659e-01 9.999997545578402924e-01 9.999992822933526648e-01
1.049800000000000040e+02 9.999999999738005130e-01 9.999997546162894269e-01 9.999992824068153485e-01
1.049849999999999994e+02 9.999999999738109491e-01 9.999997546746400845e-01 9.999992825200947344e-01
1.049900000000000091e+02 9.999999999738213852e-01 9.999997547328921543e-01 9.999992826331907114e-01
1.049950000000000045e+02 9.999999999738318213e-01 9.999997547910457474e-01 9.999992827461032796e-01
1.050000000000000000e+02 9.999999999738422574e-01 9.999997548491007526e-01 9.999992828588322169e-01
1.050049999999999955e+02 9.999999999738526935e-01 9.999997549070570591e-01 9.999992829713775233e-01
1.050100000000000051e+02 9.999999999738630185e-01 9.999997549649147777e-01 9.999992830837390878e-01
1.050150000000000006e+02 9.999999999738733436e-01 9.999997550226737975e-01 9.999992831959167994e-01
1.050199999999999960e+02 9.999999999738836687e-01 9.999997550803340074e-01 9.999992833079104360e-01
1.050250000000000057e+02 9.999999999738939938e-01 9.999997551378955185e-01 9.999992834197201086e-01
1.050300000000000011e+02 9.999999999739043188e-01 9.999997551953582198e-01 9.999992835313455952e-01
1.050349999999999966e+02 9.999999999739146439e-01 9.999997552527221112e-01 9.999992836427867848e-01
1.050400000000000063e+02 9.999999999739248580e-01 9.999997553099871928e-01 9.999992837540436774e-01
1.050450000000000017e+02 9.999999999739350720e-01 9.999997553671533534e-01 9.999992838651160509e-01
1.050499999999999972e+02 9.999999999739452861e-01 9.999997554242207043e-01 9.999992839760039054e-01
1.050550000000000068e+02 9.999999999739555001e-01 9.999997554811891343e-01 9.999992840867071298e-01
1.050600000000000023e+02 9.999999999739657142e-01 9.999997555380585323e-01 9.999992841972256130e-01
1.050649999999999977e+02 9.999999999739759282e-01 9.999997555948290096e-01 9.999992843075592441e-01
1.050700000000000074e+02 9.999999999739860312e-01 9.999997556515004549e-01 9.999992844177079121e-01
1.050750000000000028e+02 9.999999999739961343e-01 9.999997557080728683e-01 9.999992845276715059e-01
1.050799999999999983e+02 9.999999999740062373e-01 9.999997557645461388e-01 9.999992846374500255e-01
1.050850000000000080e+02 9.999999999740163403e-01 9.999997558209203774e-01 9.999992847470432489e-01
1.050900000000000034e+02 9.999999999740264434e-01 9.999997558771954731e-01 9.999992848564511760e-01
1.050949999999999989e+02 9.999999999740365464e-01 9.999997559333713149e-01 9.999992849656736960e-01
1.051000000000000085e+02 9.999999999740465384e-01 9.999997559894480137e-01 9.999992850747106976e-01
1.051050000000000040e+02 9.999999999740565304e-01 9.999997560454254586e-01 9.999992851835620700e-01
1.051099999999999994e+02 9.999999999740665224e-01 9.999997561013036496e-01 9.999992852922277020e-01
1.051150000000000091e+02 9.999999999740765144e-01 9.999997561570825866e-01 9.999992854007075938e-01
1.051200000000000045e+02 9.999999999740865064e-01 9.999997562127622697e-01 9.999992855090015231e-01
1.051250000000000000e+02 9.999999999740964984e-01 9.999997562683425878e-01 9.999992856171094902e-01
1.051299999999999955e+02 9.999999999741063794e-01 9.999997563238235410e-01 9.999992857250313838e-01
1.051350000000000051e+02 9.999999999741162604e-01 9.999997563792051292e-01 9.999992858327670930e-01
1.051400000000000006e+02 9.999999999741261414e-01 9.999997564344872414e-01 9.999992859403165069e-01
1.051449999999999960e+02 9.999999999741360224e-01 9.999997564896698776e-01 9.999992860476796253e-01
1.051500000000000057e+02 9.999999999741459034e-01 9.999997565447530379e-01 9.999992861548562262e-01
1.051550000000000011e+02 9.999999999741556733e-01 9.999997565997367222e-01 9.999992862618463096e-01
1.051599999999999966e+02 9.999999999741654433e-01 9.999997566546209304e-01 9.999992863686497646e-01
1.051650000000000063e+02 9.999999999741752132e-01 9.999997567094055517e-01 9.999992864752664801e-01
1.051700000000000017e+02 9.999999999741849832e-01 9.999997567640905860e-01 9.999992865816963450e-01
1.051749999999999972e+02 9.999999999741947532e-01 9.999997568186760333e-01 9.999992866879392484e-01
1.051800000000000068e+02 9.999999999742045231e-01 9.999997568731617825e-01 9.999992867939951902e-01
1.051850000000000023e+02 9.999999999742141821e-01 9.999997569275479448e-01 9.999992868998640594e-01
1.051899999999999977e+02 9.999999999742238410e-01 9.999997569818344090e-01 9.999992870055456340e-01
1.051950000000000074e+02 9.999999999742335000e-01 9.999997570360210641e-01 9.999992871110400250e-01
1.052000000000000028e+02 9.999999999742431589e-01 9.999997570901080213e-01 9.999992872163470103e-01
1.052049999999999983e+02 9.999999999742528178e-01 9.999997571440951694e-01 9.999992873214664790e-01
1.052100000000000080e+02 9.999999999742624768e-01 9.999997571979825084e-01 9.999992874263984310e-01
1.052150000000000034e+02 9.999999999742720247e-01 9.999997572517700384e-01 9.999992875311427554e-01
1.052199999999999989e+02 9.999999999742815726e-01 9.999997573054577593e-01 9.999992876356993410e-01
1.052250000000000085e+02 9.999999999742911205e-01 9.999997573590455602e-01 9.999992877400680769e-01
1.052300000000000040e+02 9.999999999743006684e-01 9.999997574125334410e-01 9.999992878442488520e-01
1.052349999999999994e+02 9.999999999743102164e-01 9.999997574659214017e-01 9.999992879482416663e-01
1.052400000000000091e+02 9.999999999743197643e-01 9.999997575192094423e-01 9.999992880520464089e-01
1.052450000000000045e+02 9.999999999743292012e-01 9.999997575723974519e-01 9.999992881556629687e-01
1.052500000000000000e+02 9.999999999743386381e-01 9.999997576254854303e-01 9.999992882590912346e-01
1.052549999999999955e+02 9.999999999743480750e-01 9.999997576784733777e-01 9.999992883623310957e-01
1.052600000000000051e+02 9.999999999743575119e-01 9.999997577313612940e-01 9.999992884653825520e-01
1.052650000000000006e+02 9.999999999743669488e-01 9.999997577841490681e-01 9.999992885682454924e-01
1.052699999999999960e+02 9.999999999743763857e-01 9.999997578368368112e-01 9.999992886709198059e-01
1.052750000000000057e+02 9.999999999743857115e-01 9.999997578894244121e-01 9.999992887734053815e-01
1.052800000000000011e+02 9.999999999743950374e-01 9.999997579419117599e-01 9.999992888757021081e-01
1.052849999999999966e+02 9.999999999744043633e-01 9.999997579942989656e-01 9.999992889778099858e-01
1.052900000000000063e+02 9.999999999744136892e-01 9.999997580465859182e-01 9.999992890797289036e-01
1.052950000000000017e+02 9.999999999744230150e-01 9.999997580987726176e-01 9.999992891814587503e-01
1.052999999999999972e+02 9.999999999744323409e-01 9.999997581508590638e-01 9.999992892829994151e-01
1.053050000000000068e+02 9.999999999744415558e-01 9.999997582028452570e-01 9.999992893843508979e-01
1.053100000000000023e+02 9.999999999744507706e-01 9.999997582547310859e-01 9.999992894855130876e-01
1.053149999999999977e+02 9.999999999744599855e-01 9.999997583065166618e-01 9.999992895864858733e-01
1.053200000000000074e+02 9.999999999744692003e-01 9.999997583582018734e-01 9.999992896872691439e-01
1.053250000000000028e+02 9.999999999744784152e-01 9.999997584097866099e-01 9.999992897878627884e-01
1.053299999999999983e+02 9.999999999744875190e-01 9.999997584612709822e-01 9.999992898882668069e-01
1.053350000000000080e+02 9.999999999744966228e-01 9.999997585126548794e-01 9.999992899884810882e-01
1.053400000000000034e+02 9.999999999745057266e-01 9.999997585639383013e-01 9.999992900885055214e-01
1.053449999999999989e+02 9.999999999745148305e-01 9.999997586151212481e-01 9.999992901883399954e-01
1.053500000000000085e+02 9.999999999745239343e-01 9.999997586662037197e-01 9.999992902879845103e-01
1.053550000000000040e+02 9.999999999745330381e-01 9.999997587171856051e-01 9.999992903874389549e-01
1.053599999999999994e+02 9.999999999745420309e-01 9.999997587680669042e-01 9.999992904867032184e-01
1.053650000000000091e+02 9.999999999745510237e-01 9.999997588188476172e-01 9.999992905857771897e-01
1.053700000000000045e+02 9.999999999745600165e-01 9.999997588695277440e-01 9.999992906846608687e-01
1.053750000000000000e+02 9.999999999745690094e-01 9.999997589201072845e-01 9.999992907833541445e-01
1.053799999999999955e+02 9.999999999745780022e-01 9.999997589705861278e-01 9.999992908818569060e-01
1.053850000000000051e+02 9.999999999745869950e-01 9.999997590209642739e-01 9.999992909801690422e-01
1.053900000000000006e+02 9.999999999745958768e-01 9.999997590712417228e-01 9.999992910782905531e-01
1.053949999999999960e+02 9.999999999746047585e-01 9.999997591214184745e-01 9.999992911762213277e-01
1.054000000000000057e+02 9.999999999746136403e-01 9.999997591714944178e-01 9.999992912739612549e-01
1.054050000000000011e+02 9.999999999746225221e-01 9.999997592214696640e-01 9.999992913715102238e-01
1.054099999999999966e+02 9.999999999746314039e-01 9.999997592713441019e-01 9.999992914688682344e-01
1.054150000000000063e+02 9.999999999746402857e-01 9.999997593211177316e-01 9.999992915660351755e-01
1.054200000000000017e+02 9.999999999746490564e-01 9.999997593707904420e-01 9.999992916630109363e-01
1.054249999999999972e+02 9.999999999746578272e-01 9.999997594203623441e-01 9.999992917597955167e-01
1.054300000000000068e+02 9.999999999746665980e-01 9.999997594698333270e-01 9.999992918563886946e-01
1.054350000000000023e+02 9.999999999746753687e-01 9.999997595192033906e-01 9.999992919527904700e-01
1.054399999999999977e+02 9.999999999746841395e-01 9.999997595684725349e-01 9.999992920490008430e-01
1.054450000000000074e+02 9.999999999746929102e-01 9.999997596176407599e-01 9.999992921450195915e-01
1.054500000000000028e+02 9.999999999747015700e-01 9.999997596667079547e-01 9.999992922408467155e-01
1.054549999999999983e+02 9.999999999747102297e-01 9.999997597156741191e-01 9.999992923364821040e-01
1.054600000000000080e+02 9.999999999747188895e-01 9.999997597645392533e-01 9.999992924319256460e-01
1.054650000000000034e+02 9.999999999747275492e-01 9.999997598133033572e-01 9.999992925271773414e-01
1.054699999999999989e+02 9.999999999747362089e-01 9.999997598619664307e-01 9.999992926222370793e-01
1.054750000000000085e+02 9.999999999747448687e-01 9.999997599105283630e-01 9.999992927171047485e-01
1.054800000000000040e+02 9.999999999747534174e-01 9.999997599589892650e-01 9.999992928117803492e-01
1.054849999999999994e+02 9.999999999747619661e-01 9.999997600073490256e-01 9.999992929062637703e-01
1.054900000000000091e+02 9.999999999747705148e-01 9.999997600556075339e-01 9.999992930005549008e-01
1.054950000000000045e+02 9.999999999747790635e-01 9.999997601037649009e-01 9.999992930946536296e-01
1.055000000000000000e+02 9.999999999747876123e-01 9.999997601518210155e-01 9.999992931885599567e-01
1.055049999999999955e+02 9.999999999747961610e-01 9.999997601997759888e-01 9.999992932822737712e-01
1.055100000000000051e+02 9.999999999748045987e-01 9.999997602476297098e-01 9.999992933757949620e-01
1.055150000000000006e+02 9.999999999748130364e-01 9.999997602953821785e-01 9.999992934691235291e-01
1.055199999999999960e+02 9.999999999748214741e-01 9.999997603430332838e-01 9.999992935622593615e-01
1.055250000000000057e+02 9.999999999748299118e-01 9.999997603905831367e-01 9.999992936552023481e-01
1.055300000000000011e+02 9.999999999748383495e-01 9.999997604380316263e-01 9.999992937479524890e-01
1.055349999999999966e+02 9.999999999748467872e-01 9.999997604853787525e-01 9.999992938405095622e-01
1.055400000000000063e+02 9.999999999748551138e-01 9.999997605326245154e-01 9.999992939328736785e-01
1.055450000000000017e+02 9.999999999748634405e-01 9.999997605797689149e-01 9.999992940250446161e-01
1.055499999999999972e+02 9.999999999748717672e-01 9.999997606268118400e-01 9.999992941170223748e-01
1.055550000000000068e+02 9.999999999748800938e-01 9.999997606737534017e-01 9.999992942088068437e-01
1.055600000000000023e+02 9.999999999748884205e-01 9.999997607205934891e-01 9.999992943003979118e-01
1.055649999999999977e+02 9.999999999748966362e-01 9.999997607673321021e-01 9.999992943917955790e-01
1.055700000000000074e+02 9.999999999749048518e-01 9.999997608139692407e-01 9.999992944829997343e-01
1.055750000000000028e+02 9.999999999749130675e-01 9.999997608605047938e-01 9.999992945740102668e-01
1.055799999999999983e+02 9.999999999749212831e-01 9.999997609069388727e-01 9.999992946648271763e-01
1.055850000000000080e+02 9.999999999749294988e-01 9.999997609532713660e-01 9.999992947554503520e-01
1.055900000000000034e+02 9.999999999749377144e-01 9.999997609995022740e-01 9.999992948458797937e-01
1.055949999999999989e+02 9.999999999749458190e-01 9.999997610456315966e-01 9.999992949361152794e-01
1.056000000000000085e+02 9.999999999749539237e-01 9.999997610916592228e-01 9.999992950261568092e-01
1.056050000000000040e+02 9.999999999749620283e-01 9.999997611375852635e-01 9.999992951160043830e-01
1.056099999999999994e+02 9.999999999749701329e-01 9.999997611834096078e-01 9.999992952056577789e-01
1.056150000000000091e+02 9.999999999749782376e-01 9.999997612291322557e-01 9.999992952951169967e-01
1.056200000000000045e+02 9.999999999749863422e-01 9.999997612747532072e-01 9.999992953843820365e-01
1.056250000000000000e+02 9.999999999749943358e-01 9.999997613202724622e-01 9.999992954734526762e-01
1.056299999999999955e+02 9.999999999750023294e-01 9.999997613656900208e-01 9.999992955623289159e-01
1.056350000000000051e+02 9.999999999750103230e-01 9.999997614110057720e-01 9.999992956510107556e-01
1.056400000000000006e+02 9.999999999750183166e-01 9.999997614562197157e-01 9.999992957394980841e-01
1.056449999999999960e+02 9.999999999750263102e-01 9.999997615013318519e-01 9.999992958277907906e-01
1.056500000000000057e+02 9.999999999750343038e-01 9.999997615463421807e-01 9.999992959158887640e-01
1.056550000000000011e+02 9.999999999750421864e-01 9.999997615912507021e-01 9.999992960037920042e-01
1.056599999999999966e+02 9.999999999750500690e-01 9.999997616360573049e-01 9.999992960915004003e-01
1.056650000000000063e+02 9.999999999750579516e-01 9.999997616807621004e-01 9.999992961790139523e-01
1.056700000000000017e+02 9.999999999750658342e-01 9.999997617253649773e-01 9.999992962663325491e-01
1.056749999999999972e+02 9.999999999750737167e-01 9.999997617698659358e-01 9.999992963534560797e-01
1.056800000000000068e+02 9.999999999750815993e-01 9.999997618142649758e-01 9.999992964403844331e-01
1.056850000000000023e+02 9.999999999750893709e-01 9.999997618585619863e-01 9.999992965271176093e-01
1.056899999999999977e+02 9.999999999750971424e-01 9.999997619027570783e-01 9.999992966136556083e-01
1.056950000000000074e+02 9.999999999751049140e-01 9.999997619468501409e-01 9.999992966999982080e-01
1.057000000000000028e+02 9.999999999751126856e-01 9.999997619908411739e-01 9.999992967861454085e-01
1.057049999999999983e+02 9.999999999751204571e-01 9.999997620347301774e-01 9.999992968720972097e-01
1.057100000000000080e+02 9.999999999751282287e-01 9.999997620785171515e-01 9.999992969578535007e-01
1.057150000000000034e+02 9.999999999751358892e-01 9.999997621222020960e-01 9.999992970434141704e-01
1.057199999999999989e+02 9.999999999751435498e-01 9.999997621657849001e-01 9.999992971287791077e-01
1.057250000000000085e+02 9.999999999751512103e-01 9.999997622092656746e-01 9.999992972139483127e-01
1.057300000000000040e+02 9.999999999751588708e-01 9.999997622526443086e-01 9.999992972989217854e-01
1.057349999999999994e+02 9.999999999751665314e-01 9.999997622959208021e-01 9.999992973836993038e-01
1.057400000000000091e+02 9.999999999751741919e-01 9.999997623390951551e-01 9.999992974682808677e-01
1.057450000000000045e+02 9.999999999751817414e-01 9.999997623821672565e-01 9.999992975526664774e-01
1.057500000000000000e+02 9.999999999751892910e-01 9.999997624251372175e-01 9.999992976368560216e-01
1.057549999999999955e+02 9.999999999751968405e-01 9.999997624680049269e-01 9.999992977208493894e-01
1.057600000000000051e+02 9.999999999752043900e-01 9.999997625107703847e-01 9.999992978046464698e-01
1.057650000000000006e+02 9.999999999752119395e-01 9.999997625534335910e-01 9.999992978882472627e-01
1.057699999999999960e+02 9.999999999752194890e-01 9.999997625959945458e-01 9.999992979716517683e-01
1.057750000000000057e+02 9.999999999752269275e-01 9.999997626384532490e-01 9.999992980548598753e-01
1.057800000000000011e+02 9.999999999752343660e-01 9.999997626808095896e-01 9.999992981378714729e-01
1.057849999999999966e+02 9.999999999752418045e-01 9.999997627230636787e-01 9.999992982206864500e-01
1.057900000000000063e+02 9.999999999752492430e-01 9.999997627652154053e-01 9.999992983033048066e-01
1.057950000000000017e+02 9.999999999752566815e-01 9.999997628072647693e-01 9.999992983857265427e-01
1.057999999999999972e+02 9.999999999752641200e-01 9.999997628492117707e-01 9.999992984679515473e-01
1.058050000000000068e+02 9.999999999752714475e-01 9.999997628910564096e-01 9.999992985499797093e-01
1.058100000000000023e+02 9.999999999752787749e-01 9.999997629327985749e-01 9.999992986318109178e-01
1.058149999999999977e+02 9.999999999752861024e-01 9.999997629744383776e-01 9.999992987134451727e-01
1.058200000000000074e+02 9.999999999752934299e-01 9.999997630159757067e-01 9.999992987948824741e-01
1.058250000000000028e+02 9.999999999753007573e-01 9.999997630574105623e-01 9.999992988761227108e-01
1.058299999999999983e+02 9.999999999753080848e-01 9.999997630987429442e-01 9.999992989571657720e-01
1.058350000000000080e+02 9.999999999753153013e-01 9.999997631399728526e-01 9.999992990380115465e-01
1.058400000000000034e+02 9.999999999753225177e-01 9.999997631811002874e-01 9.999992991186601454e-01
1.058449999999999989e+02 9.999999999753297342e-01 9.999997632221251376e-01 9.999992991991113467e-01
1.058500000000000085e+02 9.999999999753369506e-01 9.999997632630474032e-01 9.999992992793651503e-01
1.058550000000000040e+02 9.999999999753441671e-01 9.999997633038671951e-01 9.999992993594214452e-01
1.058599999999999994e+02 9.999999999753512725e-01 9.999997633445844025e-01 9.999992994392802315e-01
1.058650000000000091e+02 9.999999999753583779e-01 9.999997633851990253e-01 9.999992995189413980e-01
1.058700000000000045e+02 9.999999999753654834e-01 9.999997634257109524e-01 9.999992995984049449e-01
1.058750000000000000e+02 9.999999999753725888e-01 9.999997634661202950e-01 9.999992996776707610e-01
1.058799999999999955e+02 9.999999999753796942e-01 9.999997635064269419e-01 9.999992997567387354e-01
1.058850000000000051e+02 9.999999999753867996e-01 9.999997635466310042e-01 9.999992998356088680e-01
1.058900000000000006e+02 9.999999999753937940e-01 9.999997635867323709e-01 9.999992999142811589e-01
1.058949999999999960e+02 9.999999999754007884e-01 9.999997636267310419e-01 9.999992999927553861e-01
1.059000000000000057e+02 9.999999999754077828e-01 9.999997636666270173e-01 9.999993000710316604e-01
1.059050000000000011e+02 9.999999999754147773e-01 9.999997637064202971e-01 9.999993001491097599e-01
1.059099999999999966e+02 9.999999999754217717e-01 9.999997637461107702e-01 9.999993002269896847e-01
1.059150000000000063e+02 9.999999999754287661e-01 9.999997637856985477e-01 9.999993003046714346e-01
1.059200000000000017e+02 9.999999999754356494e-01 9.999997638251835186e-01 9.999993003821548987e-01
1.059249999999999972e+02 9.999999999754425328e-01 9.999997638645656828e-01 9.999993004594399659e-01
1.059300000000000068e+02 9.999999999754494162e-01 9.999997639038450403e-01 9.999993005365266363e-01
1.059350000000000023e+02 9.999999999754562996e-01 9.999997639430215912e-01 9.999993006134149098e-01
1.059399999999999977e+02 9.999999999754631830e-01 9.999997639820953355e-01 9.999993006901045645e-01
1.059450000000000074e+02 9.999999999754700664e-01 9.999997640210661620e-01 9.999993007665957112e-01
1.059500000000000028e+02 9.999999999754768387e-01 9.999997640599341819e-01 9.999993008428881280e-01
1.059549999999999983e+02 9.999999999754836111e-01 9.999997640986992842e-01 9.999993009189818149e-01
1.059600000000000080e+02 9.999999999754903834e-01 9.999997641373614687e-01 9.999993009948767719e-01
1.059650000000000034e+02 9.999999999754971558e-01 9.999997641759207356e-01 9.999993010705728880e-01
1.059699999999999989e+02 9.999999999755039282e-01 9.999997642143770848e-01 9.999993011460701631e-01
1.059750000000000085e+02 9.999999999755107005e-01 9.999997642527305164e-01 9.999993012213684862e-01
1.059800000000000040e+02 9.999999999755173619e-01 9.999997642909810303e-01 9.999993012964677463e-01
1.059849999999999994e+02 9.999999999755240232e-01 9.999997643291285154e-01 9.999993013713679435e-01
1.059900000000000091e+02 9.999999999755306845e-01 9.999997643671730829e-01 9.999993014460689666e-01
1.059950000000000045e+02 9.999999999755373459e-01 9.999997644051146217e-01 9.999993015205708158e-01
1.060000000000000000e+02 9.999999999755440072e-01 9.999997644429531318e-01 9.999993015948733799e-01
1.060049999999999955e+02 9.999999999755506686e-01 9.999997644806886132e-01 9.999993016689766590e-01
1.060100000000000051e+02 9.999999999755572189e-01 9.999997645183210659e-01 9.999993017428805420e-01
1.060150000000000006e+02 9.999999999755637692e-01 9.999997645558503789e-01 9.999993018165850289e-01
1.060199999999999960e+02 9.999999999755703195e-01 9.999997645932766632e-01 9.999993018900900088e-01
1.060250000000000057e+02 9.999999999755768698e-01 9.999997646305998078e-01 9.999993019633954816e-01
1.060300000000000011e+02 9.999999999755834201e-01 9.999997646678199237e-01 9.999993020365013363e-01
1.060349999999999966e+02 9.999999999755899704e-01 9.999997647049368998e-01 9.999993021094075729e-01
1.060400000000000063e+02 9.999999999755964097e-01 9.999997647419507363e-01 9.999993021821140804e-01
1.060450000000000017e+02 9.999999999756028490e-01 9.999997647788614330e-01 9.999993022546208588e-01
1.060499999999999972e+02 9.999999999756092883e-01 9.999997648156688790e-01 9.999993023269277970e-01
1.060550000000000068e+02 9.999999999756157276e-01 9.999997648523731852e-01 9.999993023990347840e-01
1.060600000000000023e+02 9.999999999756221669e-01 9.999997648889743518e-01 9.999993024709418199e-01
1.060649999999999977e+02 9.999999999756286062e-01 9.999997649254722676e-01 9.999993025426489046e-01
1.060700000000000074e+02 9.999999999756349345e-01 9.999997649618669326e-01 9.999993026141559271e-01
1.060750000000000028e+02 9.999999999756412628e-01 9.999997649981583470e-01 9.999993026854628875e-01
1.060799999999999983e+02 9.999999999756475910e-01 9.999997650343465105e-01 9.999993027565696746e-01
1.060850000000000080e+02 9.999999999756539193e-01 9.999997650704314234e-01 9.999993028274761775e-01
1.060900000000000034e+02 9.999999999756602476e-01 9.999997651064130855e-01 9.999993028981823961e-01
1.060949999999999989e+02 9.999999999756665758e-01 9.999997651422914968e-01 9.999993029686883306e-01
1.061000000000000085e+02 9.999999999756727931e-01 9.999997651780665464e-01 9.999993030389938697e-01
1.061050000000000040e+02 9.999999999756790103e-01 9.999997652137383453e-01 9.999993031090990137e-01
1.061099999999999994e+02 9.999999999756852276e-01 9.999997652493067823e-01 9.999993031790036513e-01
1.061150000000000091e+02 9.999999999756914448e-01 9.999997652847718577e-01 9.999993032487076716e-01
1.061200000000000045e+02 9.999999999756976621e-01 9.999997653201335712e-01 9.999993033182110747e-01
1.061250000000000000e+02 9.999999999757038793e-01 9.999997653553919230e-01 9.999993033875138604e-01
1.061299999999999955e+02 9.999999999757099856e-01 9.999997653905469130e-01 9.999993034566159178e-01
1.061350000000000051e+02 9.999999999757160918e-01 9.999997654255984303e-01 9.999993035255172469e-01
1.061400000000000006e+02 9.999999999757221980e-01 9.999997654605465858e-01 9.999993035942177366e-01
1.061449999999999960e+02 9.999999999757283042e-01 9.999997654953912685e-01 9.999993036627173870e-01
1.061500000000000057e+02 9.999999999757344105e-01 9.999997655301325894e-01 9.999993037310160870e-01
1.061550000000000011e+02 9.999999999757405167e-01 9.999997655647704375e-01 9.999993037991137257e-01
1.061599999999999966e+02 9.999999999757465119e-01 9.999997655993048129e-01 9.999993038670104140e-01
1.061650000000000063e+02 9.999999999757525071e-01 9.999997656337357155e-01 9.999993039347059298e-01
1.061700000000000017e+02 9.999999999757585023e-01 9.999997656680631453e-01 9.999993040022003843e-01
1.061749999999999972e+02 9.999999999757644975e-01 9.999997657022869912e-01 9.999993040694936663e-01
1.061800000000000068e+02 9.999999999757704927e-01 9.999997657364073644e-01 9.999993041365856650e-01
1.061850000000000023e+02 9.999999999757764879e-01 9.999997657704241538e-01 9.999993042034763802e-01
1.061899999999999977e+02 9.999999999757823721e-01 9.999997658043374704e-01 9.999993042701657009e-01
1.061950000000000074e+02 9.999999999757882563e-01 9.999997658381472032e-01 9.999993043366536272e-01
1.062000000000000028e+02 9.999999999757941405e-01 9.999997658718533522e-01 9.999993044029401590e-01
1.062049999999999983e+02 9.999999999758000246e-01 9.999997659054559174e-01 9.999993044690251853e-01
1.062100000000000080e+02 9.999999999758059088e-01 9.999997659389548987e-01 9.999993045349085952e-01
1.062150000000000034e+02 9.999999999758117930e-01 9.999997659723502963e-01 9.999993046005903885e-01
1.062199999999999989e+02 9.999999999758175662e-01 9.999997660056421100e-01 9.999993046660705653e-01
1.062250000000000085e+02 9.999999999758233393e-01 9.999997660388302290e-01 9.999993047313490147e-01
1.062300000000000040e+02 9.999999999758291125e-01 9.999997660719147641e-01 9.999993047964257364e-01
1.062349999999999994e+02 9.999999999758348856e-01 9.999997661048956044e-01 9.999993048613006197e-01
1.062400000000000091e+02 9.999999999758406588e-01 9.999997661377727498e-01 9.999993049259736644e-01
1.062450000000000045e+02 9.999999999758464320e-01 9.999997661705462004e-01 9.999993049904447595e-01
1.062500000000000000e+02 9.999999999758520941e-01 9.999997662032159562e-01 9.999993050547139051e-01
1.062549999999999955e+02 9.999999999758577562e-01 9.999997662357820172e-01 9.999993051187809900e-01
1.062600000000000051e+02 9.999999999758634184e-01 9.999997662682443833e-01 9.999993051826460144e-01
1.062650000000000006e+02 9.999999999758690805e-01 9.999997663006030546e-01 9.999993052463089782e-01
