# Time	E	I	Z
6.509000000000000341e+01 9.999999999557253050e-01 9.999996638937185267e-01 9.999991150513612981e-01
6.509499999999999886e+01 9.999999999556998809e-01 9.999996637778568731e-01 9.999991148478841740e-01
6.509999999999999432e+01 9.999999999556744568e-01 9.999996636620059887e-01 9.999991146444479062e-01
6.510500000000000398e+01 9.999999999556490327e-01 9.999996635461660954e-01 9.999991144410529387e-01
6.510999999999999943e+01 9.999999999556236085e-01 9.999996634303374154e-01 9.999991142376996045e-01
6.511499999999999488e+01 9.999999999555981844e-01 9.999996633145201708e-01 9.999991140343883478e-01
6.512000000000000455e+01 9.999999999555727603e-01 9.999996631987144724e-01 9.999991138311193906e-01
6.512500000000000000e+01 9.999999999555473362e-01 9.999996630829206534e-01 9.999991136278932879e-01
6.512999999999999545e+01 9.999999999555219121e-01 9.999996629671389359e-01 9.999991134247102620e-01
6.513500000000000512e+01 9.999999999554964880e-01 9.999996628513695418e-01 9.999991132215707568e-01
6.514000000000000057e+01 9.999999999554710639e-01 9.999996627356126933e-01 9.999991130184751054e-01
6.514499999999999602e+01 9.999999999554456398e-01 9.999996626198686123e-01 9.999991128154236408e-01
6.515000000000000568e+01 9.999999999554202157e-01 9.999996625041374099e-01 9.999991126124166962e-01
6.515500000000000114e+01 9.999999999553947916e-01 9.999996623884194191e-01 9.999991124094547157e-01
6.515999999999999659e+01 9.999999999553693675e-01 9.999996622727148621e-01 9.999991122065381433e-01
6.516500000000000625e+01 9.999999999553439434e-01 9.999996621570239608e-01 9.999991120036672010e-01
6.517000000000000171e+01 9.999999999553185193e-01 9.999996620413468262e-01 9.999991118008423330e-01
6.517499999999999716e+01 9.999999999552930952e-01 9.999996619256837915e-01 9.999991115980638723e-01
6.518000000000000682e+01 9.999999999552676710e-01 9.999996618100350787e-01 9.999991113953322630e-01
6.518500000000000227e+01 9.999999999552422469e-01 9.999996616944007988e-01 9.999991111926477272e-01
6.518999999999999773e+01 9.999999999552168228e-01 9.999996615787812848e-01 9.999991109900108199e-01
6.519500000000000739e+01 9.999999999551913987e-01 9.999996614631767589e-01 9.999991107874217633e-01
6.520000000000000284e+01 9.999999999551659746e-01 9.999996613475874430e-01 9.999991105848810014e-01
6.520499999999999829e+01 9.999999999551405505e-01 9.999996612320134481e-01 9.999991103823888672e-01
6.521000000000000796e+01 9.999999999551151264e-01 9.999996611164551075e-01 9.999991101799456938e-01
6.521500000000000341e+01 9.999999999550897023e-01 9.999996610009126430e-01 9.999991099775519254e-01
6.521999999999999886e+01 9.999999999550642782e-01 9.999996608853861657e-01 9.999991097752078950e-01
6.522499999999999432e+01 9.999999999550388541e-01 9.999996607698760087e-01 9.999991095729140467e-01
6.523000000000000398e+01 9.999999999550134300e-01 9.999996606543823940e-01 9.999991093706707135e-01
6.523499999999999943e+01 9.999999999549878948e-01 9.999996605389055437e-01 9.999991091684782285e-01
6.523999999999999488e+01 9.999999999549623597e-01 9.999996604234455688e-01 9.999991089663369248e-01
6.524500000000000455e+01 9.999999999549368246e-01 9.999996603080028024e-01 9.999991087642472465e-01
6.525000000000000000e+01 9.999999999549112895e-01 9.999996601925774664e-01 9.999991085622095266e-01
6.525499999999999545e+01 9.999999999548857543e-01 9.999996600771697830e-01 9.999991083602240982e-01
6.526000000000000512e+01 9.999999999548602192e-01 9.999996599617798632e-01 9.999991081582914054e-01
6.526500000000000057e+01 9.999999999548346841e-01 9.999996598464080400e-01 9.999991079564117813e-01
6.526999999999999602e+01 9.999999999548091489e-01 9.999996597310545354e-01 9.999991077545856699e-01
6.527500000000000568e+01 9.999999999547836138e-01 9.999996596157195716e-01 9.999991075528134044e-01
6.528000000000000114e+01 9.999999999547580787e-01 9.999996595004033706e-01 9.999991073510953177e-01
6.528499999999999659e+01 9.999999999547325436e-01 9.999996593851061544e-01 9.999991071494317429e-01
6.529000000000000625e+01 9.999999999547070084e-01 9.999996592698280340e-01 9.999991069478231243e-01
6.529500000000000171e+01 9.999999999546814733e-01 9.999996591545693425e-01 9.999991067462697947e-01
6.529999999999999716e+01 9.999999999546559382e-01 9.999996590393303020e-01 9.999991065447721983e-01
6.530500000000000682e+01 9.999999999546304030e-01 9.999996589241111344e-01 9.999991063433306682e-01
6.531000000000000227e+01 9.999999999546048679e-01 9.999996588089120619e-01 9.999991061419455374e-01
6.531499999999999773e+01 9.999999999545793328e-01 9.999996586937333065e-01 9.999991059406171390e-01
6.532000000000000739e+01 9.999999999545537976e-01 9.999996585785750902e-01 9.999991057393459171e-01
6.532500000000000284e+01 9.999999999545282625e-01 9.999996584634377461e-01 9.999991055381323157e-01
6.532999999999999829e+01 9.999999999545027274e-01 9.999996583483213852e-01 9.999991053369765570e-01
6.533500000000000796e+01 9.999999999544771923e-01 9.999996582332262296e-01 9.999991051358790850e-01
6.534000000000000341e+01 9.999999999544516571e-01 9.999996581181525013e-01 9.999991049348402328e-01
6.534499999999999886e+01 9.999999999544261220e-01 9.999996580031004223e-01 9.999991047338604444e-01
6.534999999999999432e+01 9.999999999544005869e-01 9.999996578880703257e-01 9.999991045329400530e-01
6.535500000000000398e+01 9.999999999543750517e-01 9.999996577730623226e-01 9.999991043320795026e-01
6.535999999999999943e+01 9.999999999543495166e-01 9.999996576580766350e-01 9.999991041312790152e-01
6.536499999999999488e+01 9.999999999543239815e-01 9.999996575431135959e-01 9.999991039305390350e-01
6.537000000000000455e+01 9.999999999542984463e-01 9.999996574281733164e-01 9.999991037298600061e-01
6.537500000000000000e+01 9.999999999542729112e-01 9.999996573132561295e-01 9.999991035292422614e-01
6.537999999999999545e+01 9.999999999542473761e-01 9.999996571983621463e-01 9.999991033286861342e-01
6.538500000000000512e+01 9.999999999542218410e-01 9.999996570834916998e-01 9.999991031281919573e-01
6.539000000000000057e+01 9.999999999541963058e-01 9.999996569686449011e-01 9.999991029277601751e-01
6.539499999999999602e+01 9.999999999541707707e-01 9.999996568538220831e-01 9.999991027273911204e-01
6.540000000000000568e+01 9.999999999541452356e-01 9.999996567390234681e-01 9.999991025270852374e-01
6.540500000000000114e+01 9.999999999541197004e-01 9.999996566242492779e-01 9.999991023268428592e-01
6.540999999999999659e+01 9.999999999540941653e-01 9.999996565094997347e-01 9.999991021266643187e-01
6.541500000000000625e+01 9.999999999540686302e-01 9.999996563947749495e-01 9.999991019265500602e-01
6.542000000000000171e+01 9.999999999540430951e-01 9.999996562800752553e-01 9.999991017265004167e-01
6.542499999999999716e+01 9.999999999540175599e-01 9.999996561654008742e-01 9.999991015265158323e-01
6.543000000000000682e+01 9.999999999539920248e-01 9.999996560507521393e-01 9.999991013265966400e-01
6.543500000000000227e+01 9.999999999539664897e-01 9.999996559361291615e-01 9.999991011267431729e-01
6.543999999999999773e+01 9.999999999539409545e-01 9.999996558215321629e-01 9.999991009269557640e-01
6.544500000000000739e+01 9.999999999539154194e-01 9.999996557069613656e-01 9.999991007272348575e-01
6.545000000000000284e+01 9.999999999538898843e-01 9.999996555924169916e-01 9.999991005275808975e-01
6.545499999999999829e+01 9.999999999538643491e-01 9.999996554778993740e-01 9.999991003279941060e-01
6.546000000000000796e+01 9.999999999538388140e-01 9.999996553634086238e-01 9.999991001284749270e-01
6.546500000000000341e+01 9.999999999538132789e-01 9.999996552489450741e-01 9.999990999290238047e-01
6.546999999999999886e+01 9.999999999537877438e-01 9.999996551345088358e-01 9.999990997296409612e-01
6.547499999999999432e+01 9.999999999537622086e-01 9.999996550201002421e-01 9.999990995303269514e-01
6.548000000000000398e+01 9.999999999537366735e-01 9.999996549057195150e-01 9.999990993310819976e-01
6.548499999999999943e+01 9.999999999537111384e-01 9.999996547913668765e-01 9.999990991319065436e-01
6.548999999999999488e+01 9.999999999536856032e-01 9.999996546770424377e-01 9.999990989328009228e-01
6.549500000000000455e+01 9.999999999536600681e-01 9.999996545627465316e-01 9.999990987337655790e-01
6.550000000000000000e+01 9.999999999536345330e-01 9.999996544484793803e-01 9.999990985348008454e-01
6.550499999999999545e+01 9.999999999536089978e-01 9.999996543342412059e-01 9.999990983359071661e-01
6.551000000000000512e+01 9.999999999535834627e-01 9.999996542200323413e-01 9.999990981370847631e-01
6.551500000000000057e+01 9.999999999535579276e-01 9.999996541058528976e-01 9.999990979383341916e-01
6.551999999999999602e+01 9.999999999535325035e-01 9.999996539917030969e-01 9.999990977396556735e-01
6.552500000000000568e+01 9.999999999535070794e-01 9.999996538775832722e-01 9.999990975410496530e-01
6.553000000000000114e+01 9.999999999534816553e-01 9.999996537634935345e-01 9.999990973425164631e-01
6.553499999999999659e+01 9.999999999534562312e-01 9.999996536494342170e-01 9.999990971440565479e-01
6.554000000000000625e+01 9.999999999534308071e-01 9.999996535354054306e-01 9.999990969456702405e-01
6.554500000000000171e+01 9.999999999534053829e-01 9.999996534214075083e-01 9.999990967473579850e-01
6.554999999999999716e+01 9.999999999533799588e-01 9.999996533074406724e-01 9.999990965491201145e-01
6.555500000000000682e+01 9.999999999533545347e-01 9.999996531935051447e-01 9.999990963509569619e-01
6.556000000000000227e+01 9.999999999533291106e-01 9.999996530796011474e-01 9.999990961528688604e-01
6.556499999999999773e+01 9.999999999533036865e-01 9.999996529657289024e-01 9.999990959548562541e-01
6.557000000000000739e+01 9.999999999532782624e-01 9.999996528518886318e-01 9.999990957569195871e-01
6.557500000000000284e+01 9.999999999532528383e-01 9.999996527380805578e-01 9.999990955590591923e-01
6.557999999999999829e+01 9.999999999532274142e-01 9.999996526243049022e-01 9.999990953612754030e-01
6.558500000000000796e+01 9.999999999532019901e-01 9.999996525105619982e-01 9.999990951635685521e-01
6.559000000000000341e+01 9.999999999531765660e-01 9.999996523968519568e-01 9.999990949659390838e-01
6.559499999999999886e+01 9.999999999531511419e-01 9.999996522831751111e-01 9.999990947683874420e-01
6.559999999999999432e+01 9.999999999531257178e-01 9.999996521695316831e-01 9.999990945709138490e-01
6.560500000000000398e+01 9.999999999531002937e-01 9.999996520559218949e-01 9.999990943735187487e-01
6.560999999999999943e+01 9.999999999530748696e-01 9.999996519423458574e-01 9.999990941762025853e-01
6.561499999999999488e+01 9.999999999530494454e-01 9.999996518288039038e-01 9.999990939789656919e-01
6.562000000000000455e+01 9.999999999530240213e-01 9.999996517152963671e-01 9.999990937818084014e-01
6.562500000000000000e+01 9.999999999529985972e-01 9.999996516018233583e-01 9.999990935847311579e-01
